source,target,weight
Polonuevo,Santa Catalina,46
Polonuevo,Soplaviento,53
Polonuevo,Turbaco,76
Polonuevo,Turbaná,86
Polonuevo,Salamina,30
Polonuevo,Zona Bananera,74
Polonuevo,Aracataca,76
Polonuevo,Chibolo,83
Polonuevo,Ciénaga,99
Polonuevo,El Piñon,39
Polonuevo,El Retén,66
Polonuevo,Pedraza,63
Polonuevo,Pivijay,42
Polonuevo,Puebloviejo,54
Polonuevo,Remolino,32
Polonuevo,Sitionuevo,33
Polonuevo,Tenerife,95
Polonuevo,Zapayán,67
Ponedera,Puerto Colombia,46
Ponedera,Repelón,40
Ponedera,Sabanagrande,20
Ponedera,Santa Lucía,36
Ponedera,Santo Tomás,13
Ponedera,Soledad,33
Ponedera,Suan,31
Ponedera,Tubará,39
Ponedera,Usiacurí,26
Ponedera,Arjona,78
Ponedera,Arroyohondo,46
Ponedera,Calamar,41
Ponedera,Cartagena,84
Ponedera,Clemencia,60
Ponedera,El Guamo,66
Ponedera,Mahates,66
Ponedera,María La Baja,92
Ponedera,San Cristóbal,38
Ponedera,San Estanislao,53
Ponedera,San Fernando,79
Ponedera,San Juan Nepomuceno,79
Ponedera,Santa Catalina,53
Ponedera,Soplaviento,46
Ponedera,Turbaco,75
Ponedera,Turbaná,83
Ponedera,Zambrano,95
Ponedera,Salamina,12
Ponedera,Zona Bananera,69
Ponedera,Algarrobo,83
Ponedera,Aracataca,65
Ponedera,Chibolo,64
Ponedera,Ciénaga,94
Ponedera,El Piñon,22
Ponedera,El Retén,56
Ponedera,Nueva Granada,98
Ponedera,Pedraza,48
Ponedera,Pivijay,23
Ponedera,Plato,94
Ponedera,Puebloviejo,51
Ponedera,Remolino,21
Ponedera,Sabanas De San Angel,88
Ponedera,Sitionuevo,39
Ponedera,Tenerife,78
Ponedera,Zapayán,48
Puerto Colombia,Repelón,57
Puerto Colombia,Sabanagrande,31
Puerto Colombia,Santa Lucía,73
Puerto Colombia,Santo Tomás,33
Puerto Colombia,Soledad,21
Puerto Colombia,Suan,72
Puerto Colombia,Tubará,10
Puerto Colombia,Usiacurí,27
Puerto Colombia,Arjona,99
Puerto Colombia,Arroyohondo,81
Puerto Colombia,Calamar,81
Puerto Colombia,Cartagena,88
Puerto Colombia,Clemencia,62
Puerto Colombia,Mahates,94
Puerto Colombia,San Cristóbal,66
Puerto Colombia,San Estanislao,74
Puerto Colombia,San Fernando,87
Puerto Colombia,Santa Catalina,50
Puerto Colombia,Soplaviento,73
Puerto Colombia,Turbaco,88
Puerto Colombia,Turbaná,99
Puerto Colombia,Salamina,57
Puerto Colombia,Zona Bananera,87
Puerto Colombia,Aracataca,94
Puerto Colombia,El Piñon,66
Puerto Colombia,El Retén,85
Puerto Colombia,Pedraza,88
Puerto Colombia,Pivijay,68
Puerto Colombia,Puebloviejo,66
Puerto Colombia,Remolino,55
Puerto Colombia,Sitionuevo,39
Puerto Colombia,Zapayán,94
Repelón,Sabanagrande,52
Repelón,Santa Lucía,27
Repelón,Santo Tomás,44
Repelón,Soledad,59
Repelón,Suan,33
Repelón,Tubará,46
Repelón,Usiacurí,31
Repelón,Arjona,43
Repelón,Arroyohondo,30
Repelón,Calamar,36
Repelón,Cartagena,43
Repelón,Clemencia,22
Repelón,El Carmen De Bolívar,86
Repelón,El Guamo,55
Repelón,Mahates,37
Repelón,María La Baja,62
Repelón,San Cristóbal,14
Repelón,San Estanislao,16
Repelón,San Fernando,39
Repelón,San Juan Nepomuceno,61
Repelón,Santa Catalina,22
Repelón,Soplaviento,18
Repelón,Turbaco,35
Repelón,Turbaná,45
Repelón,Zambrano,91
Repelón,Salamina,37
Repelón,Chibolo,82
Repelón,El Piñon,35
Repelón,El Retén,95
Repelón,Pedraza,42
Repelón,Pivijay,56
Repelón,Plato,99
Repelón,Puebloviejo,91
Repelón,Remolino,61
Repelón,Sitionuevo,73
Repelón,Tenerife,73
Repelón,Zapayán,59
Repelón,San Onofre,63
Sabanagrande,Santa Lucía,56
Sabanagrande,Santo Tomás,8
Sabanagrande,Soledad,12
Sabanagrande,Suan,52
Sabanagrande,Tubará,27
Sabanagrande,Usiacurí,25
Sabanagrande,Arjona,94
Sabanagrande,Arroyohondo,66
Sabanagrande,Calamar,61
Sabanagrande,Cartagena,93
Sabanagrande,Clemencia,67
Sabanagrande,El Guamo,87
Sabanagrande,Mahates,83
Sabanagrande,San Cristóbal,55
Sabanagrande,San Estanislao,67
Sabanagrande,San Fernando,90
Sabanagrande,San Juan Nepomuceno,99
Sabanagrande,Santa Catalina,58
Sabanagrande,Soplaviento,63
Sabanagrande,Turbaco,88
Sabanagrande,Turbaná,97
Sabanagrande,Salamina,33
Sabanagrande,Zona Bananera,62
Sabanagrande,Algarrobo,93
Sabanagrande,Aracataca,65
Sabanagrande,Chibolo,81
Sabanagrande,Ciénaga,88
Sabanagrande,El Piñon,43
Sabanagrande,El Retén,56
Sabanagrande,Pedraza,68
Sabanagrande,Pivijay,39
Sabanagrande,Puebloviejo,42
Sabanagrande,Remolino,24
Sabanagrande,Sitionuevo,21
Sabanagrande,Tenerife,99
Sabanagrande,Zapayán,68
Santa Lucía,Santo Tomás,48
Santa Lucía,Soledad,67
Santa Lucía,Suan,8
Santa Lucía,Tubará,63
Santa Lucía,Usiacurí,45
Santa Lucía,Arjona,46
Santa Lucía,Arroyohondo,10
Santa Lucía,Calamar,9
Santa Lucía,Cartagena,62
Santa Lucía,Clemencia,48
Santa Lucía,El Carmen De Bolívar,69
Santa Lucía,El Guamo,32
Santa Lucía,Mahates,30
Santa Lucía,María La Baja,56
Santa Lucía,San Cristóbal,13
Santa Lucía,San Estanislao,27
Santa Lucía,San Fernando,56
Santa Lucía,San Juan Nepomuceno,43
Santa Lucía,Santa Catalina,49
Santa Lucía,Soplaviento,16
Santa Lucía,Turbaco,49
Santa Lucía,Turbaná,54
Santa Lucía,Zambrano,66
Santa Lucía,Salamina,25
Santa Lucía,Ovejas,88
Santa Lucía,Algarrobo,92
Santa Lucía,Aracataca,89
Santa Lucía,Chibolo,55
Santa Lucía,El Piñon,17
Santa Lucía,El Retén,82
Santa Lucía,Nueva Granada,85
Santa Lucía,Pedraza,15
Santa Lucía,Pivijay,40
Santa Lucía,Plato,72
Santa Lucía,Puebloviejo,85
Santa Lucía,Remolino,53
Santa Lucía,Sabanas De San Angel,88
Santa Lucía,Sitionuevo,75
Santa Lucía,Tenerife,48
Santa Lucía,Zapayán,31
Santa Lucía,Chalán,92
Santa Lucía,Coloso,97
Santa Lucía,San Onofre,68
Santo Tomás,Soledad,19
Santo Tomás,Suan,44
Santo Tomás,Tubará,27
Santo Tomás,Usiacurí,19
Santo Tomás,Arjona,86
Santo Tomás,Arroyohondo,58
Santo Tomás,Calamar,54
Santo Tomás,Cartagena,86
Santo Tomás,Clemencia,60
Santo Tomás,El Guamo,79
Santo Tomás,Mahates,75
Santo Tomás,San Cristóbal,47
Santo Tomás,San Estanislao,59
Santo Tomás,San Fernando,82
Santo Tomás,San Juan Nepomuceno,91
Santo Tomás,Santa Catalina,52
Santo Tomás,Soplaviento,55
Santo Tomás,Turbaco,80
Santo Tomás,Turbaná,89
Santo Tomás,Salamina,26
Santo Tomás,Zona Bananera,68
Santo Tomás,Algarrobo,93
Santo Tomás,Aracataca,68
Santo Tomás,Chibolo,77
Santo Tomás,Ciénaga,93
Santo Tomás,El Piñon,36
Santo Tomás,El Retén,59
Santo Tomás,Pedraza,61
Santo Tomás,Pivijay,35
Santo Tomás,Puebloviejo,48
Santo Tomás,Remolino,25
Santo Tomás,Sitionuevo,29
Santo Tomás,Tenerife,92
Santo Tomás,Zapayán,62
Soledad,Suan,64
Soledad,Tubará,23
Soledad,Usiacurí,29
Soledad,Arroyohondo,77
Soledad,Calamar,73
Soledad,Cartagena,98
Soledad,Clemencia,71
Soledad,El Guamo,99
Soledad,Mahates,93
Soledad,San Cristóbal,64
Soledad,San Estanislao,76
Soledad,San Fernando,95
Soledad,Santa Catalina,61
Soledad,Soplaviento,72
Soledad,Turbaco,94
Soledad,Salamina,45
Soledad,Zona Bananera,65
Soledad,Aracataca,72
Soledad,Chibolo,94
Soledad,Ciénaga,89
Soledad,El Piñon,55
Soledad,El Retén,64
Soledad,Pedraza,80
Soledad,Pivijay,51
Soledad,Puebloviejo,45
Soledad,Remolino,35
Soledad,Santa Marta,99
Soledad,Sitionuevo,18
Soledad,Zapayán,81
Suan,Tubará,63
Suan,Usiacurí,46
Suan,Arjona,54
Suan,Arroyohondo,17
Suan,Calamar,9
Suan,Cartagena,71
Suan,Clemencia,55
Suan,El Carmen De Bolívar,73
Suan,El Guamo,35
Suan,Mahates,38
Suan,María La Baja,64
Suan,San Cristóbal,21
Suan,San Estanislao,35
Suan,San Fernando,64
Suan,San Juan Nepomuceno,47
Suan,Santa Catalina,55
Suan,Soplaviento,25
Suan,Turbaco,58
Suan,Turbaná,63
Suan,Zambrano,65
Suan,Salamina,19
Suan,Zona Bananera,92
Suan,Ovejas,92
Suan,Algarrobo,84
Suan,Aracataca,80
Suan,Chibolo,48
Suan,El Piñon,9
Suan,El Retén,73
Suan,Nueva Granada,79
Suan,Pedraza,16
Suan,Pivijay,32
Suan,Plato,68
Suan,Puebloviejo,78
Suan,Remolino,46
Suan,Sabanas De San Angel,80
Suan,Sitionuevo,70
Suan,Tenerife,47
Suan,Zapayán,25
Suan,Chalán,97
Suan,San Onofre,76
Tubará,Usiacurí,17
Tubará,Arjona,89
Tubará,Arroyohondo,71
Tubará,Calamar,71
Tubará,Cartagena,79
Tubará,Clemencia,52
Tubará,El Guamo,96
Tubará,Mahates,83
Tubará,San Cristóbal,56
Tubará,San Estanislao,63
Tubará,San Fernando,78
Tubará,Santa Catalina,41
Tubará,Soplaviento,63
Tubará,Turbaco,78
Tubará,Turbaná,89
Tubará,Salamina,49
Tubará,Zona Bananera,88
Tubará,Aracataca,93
Tubará,El Piñon,57
Tubará,El Retén,84
Tubará,Pedraza,78
Tubará,Pivijay,62
Tubará,Puebloviejo,68
Tubará,Remolino,51
Tubará,Sitionuevo,42
Tubará,Zapayán,86
Usiacurí,Arjona,74
Usiacurí,Arroyohondo,54
Usiacurí,Calamar,54
Usiacurí,Cartagena,69
Usiacurí,Clemencia,42
Usiacurí,El Guamo,78
Usiacurí,Mahates,67
Usiacurí,María La Baja,92
Usiacurí,San Cristóbal,39
Usiacurí,San Estanislao,47
Usiacurí,San Fernando,66
Usiacurí,San Juan Nepomuceno,87
Usiacurí,Santa Catalina,33
Usiacurí,Soplaviento,46
Usiacurí,Turbaco,65
Usiacurí,Turbaná,75
Usiacurí,Salamina,34
Usiacurí,Zona Bananera,87
Usiacurí,Aracataca,88
Usiacurí,Chibolo,88
Usiacurí,El Piñon,40
Usiacurí,El Retén,79
Usiacurí,Pedraza,61
Usiacurí,Pivijay,50
Usiacurí,Puebloviejo,67
Usiacurí,Remolino,44
Usiacurí,Sitionuevo,45
Usiacurí,Tenerife,93
Usiacurí,Zapayán,69
Usiacurí,San Onofre,93
Bogotá DC,Almeida,87
Bogotá DC,Chivor,84
Bogotá DC,Coper,97
Bogotá DC,Guateque,80
Bogotá DC,Guayatá,76
Bogotá DC,La Capilla,89
Bogotá DC,Macanal,97
Bogotá DC,Pachavita,96
Bogotá DC,Somondoco,81
Bogotá DC,Sutatenza,86
Bogotá DC,Tenza,90
Bogotá DC,Turmequé,99
Bogotá DC,Umbita,97
Bogotá DC,La Vega,53
Bogotá DC,Anapoima,49
Bogotá DC,Anolaima,48
Bogotá DC,Apulo,56
Bogotá DC,Arbeláez,54
Bogotá DC,Beltrán,79
Bogotá DC,Bituima,57
Bogotá DC,Bojacá,29
Bogotá DC,Cachipay,45
Bogotá DC,Cajicá,35
Bogotá DC,Caparrapí,99
Bogotá DC,Caqueza,26
Bogotá DC,Carmen De Carupa,85
Bogotá DC,Chaguaní,72
Bogotá DC,Chía,29
Bogotá DC,Chipaque,21
Bogotá DC,Choachí,17
Bogotá DC,Chocontá,74
Bogotá DC,Cogua,58
Bogotá DC,Cota,23
Bogotá DC,Cucunubá,79
Bogotá DC,El Colegio,40
Bogotá DC,El Rosal,36
Bogotá DC,Facatativá,38
Bogotá DC,Fomeque,23
Bogotá DC,Fosca,33
Bogotá DC,Funza,19
Bogotá DC,Fúquene,95
Bogotá DC,Fusagasugá,43
Bogotá DC,Gachala,65
Bogotá DC,Gachancipá,49
Bogotá DC,Gachetá,54
Bogotá DC,Gama,54
Bogotá DC,Girardot,86
Bogotá DC,Guachetá,97
Bogotá DC,Guaduas,93
Bogotá DC,Guasca,36
Bogotá DC,Guataquí,79
Bogotá DC,Guatavita,46
Bogotá DC,Guayabal De Siquima,53
Bogotá DC,Guayabetal,51
Bogotá DC,Gutiérrez,50
Bogotá DC,Jerusalén,69
Bogotá DC,Junín,50
Bogotá DC,La Calera,19
Bogotá DC,La Mesa,47
Bogotá DC,La Palma,91
Bogotá DC,La Peña,75
Bogotá DC,Lenguazaque,88
Bogotá DC,Macheta,74
Bogotá DC,Madrid,25
Bogotá DC,Manta,74
Bogotá DC,Medina,81
Bogotá DC,Nemocón,56
Bogotá DC,Nilo,68
Bogotá DC,Nimaima,68
Bogotá DC,Nocaima,61
Bogotá DC,Pacho,59
Bogotá DC,Paime,85
Bogotá DC,Pandi,63
Bogotá DC,Pasca,40
Bogotá DC,Pulí,71
Bogotá DC,Quebradanegra,73
Bogotá DC,Quetame,38
Bogotá DC,Quipile,53
Bogotá DC,San Antonio Del Tequendama,30
Bogotá DC,San Juan De Río Seco,66
Bogotá DC,Sasaima,56
Bogotá DC,Sesquilé,58
Bogotá DC,Sibaté,25
Bogotá DC,Silvania,37
Bogotá DC,Soacha,16
Bogotá DC,Sopó,37
Bogotá DC,Subachoque,38
Bogotá DC,Suesca,63
Bogotá DC,Supatá,54
Bogotá DC,Susa,99
Bogotá DC,Sutatausa,75
Bogotá DC,Tabio,35
Bogotá DC,Tausa,69
Bogotá DC,Tena,35
Bogotá DC,Tenjo,26
Bogotá DC,Tibacuy,54
Bogotá DC,Tibirita,81
Bogotá DC,Tocaima,65
Bogotá DC,Tocancipá,44
Bogotá DC,Topaipí,85
Bogotá DC,Ubalá,62
Bogotá DC,Ubaque,20
Bogotá DC,Une,32
Bogotá DC,Útica,79
Bogotá DC,Vergara,64
Bogotá DC,Vianí,62
Bogotá DC,Villa De San Diego De Ubate,84
Bogotá DC,Villagómez,75
Bogotá DC,Villapinzón,89
Bogotá DC,Villeta,64
Bogotá DC,Viotá,50
Bogotá DC,Zipacón,37
Bogotá DC,Zipaquirá,51
Bogotá DC,Acacías,76
Bogotá DC,Castilla La Nueva,95
Bogotá DC,Cubarral,91
Bogotá DC,Cumaral,74
Bogotá DC,El Calvario,48
Bogotá DC,Villavicencio,72
Bogotá DC,Honda,99
Bogotá DC,Villarrica,91
Achí,Altos Del Rosario,38
Achí,Barranco De Loba,54
Achí,Cicuco,74
Achí,Hatillo De Loba,57
Achí,Magangué,70
Achí,Margarita,63
Achí,Mompós,61
Achí,Montecristo,34
Achí,Norosí,38
Achí,Pinillos,29
Achí,Regidor,69
Achí,Río Viejo,44
Achí,San Jacinto Del Cauca,48
Achí,San Martín De Loba,59
Achí,Santa Rosa Del Sur,83
Achí,Simití,98
Achí,Talaigua Nuevo,80
Achí,Tiquisio,23
Achí,Buenavista,97
Achí,Chimichagua,99
Achí,Gamarra,87
Achí,La Gloria,72
Achí,Pelaya,91
Achí,Tamalameque,80
Achí,Ayapel,74
Achí,El Banco,68
Achí,Pijiño Del Carmen,80
Achí,San Sebastián De Buenavista,71
Achí,San Zenón,71
Achí,Santa Ana,80
Achí,Santa Bárbara De Pinto,95
Achí,Caimito,75
Achí,El Roble,98
Achí,Galeras,89
Achí,Guaranda,44
Achí,Majagual,30
Achí,San Benito Abad,72
Achí,San Marcos,74
Altos Del Rosario,Barranco De Loba,17
Altos Del Rosario,Cicuco,76
Altos Del Rosario,Hatillo De Loba,20
Altos Del Rosario,Magangué,79
Altos Del Rosario,Margarita,42
Altos Del Rosario,Mompós,59
Altos Del Rosario,Montecristo,64
Altos Del Rosario,Norosí,34
Altos Del Rosario,Pinillos,27
Altos Del Rosario,Regidor,36
Altos Del Rosario,Río Viejo,40
Altos Del Rosario,San Jacinto Del Cauca,85
Altos Del Rosario,San Martín De Loba,21
Altos Del Rosario,Santa Rosa Del Sur,92
Altos Del Rosario,Talaigua Nuevo,76
Altos Del Rosario,Tiquisio,36
Altos Del Rosario,Aguachica,84
Altos Del Rosario,Astrea,80
Altos Del Rosario,Chimichagua,62
Altos Del Rosario,Chiriguaná,88
Altos Del Rosario,Curumaní,81
Altos Del Rosario,Gamarra,71
Altos Del Rosario,González,97
Altos Del Rosario,La Gloria,44
Altos Del Rosario,Pailitas,67
Altos Del Rosario,Pelaya,57
Altos Del Rosario,Tamalameque,43
Altos Del Rosario,El Banco,30
Altos Del Rosario,Pijiño Del Carmen,67
Altos Del Rosario,San Sebastián De Buenavista,53
Altos Del Rosario,San Zenón,62
Altos Del Rosario,Santa Ana,73
Altos Del Rosario,Santa Bárbara De Pinto,92
Altos Del Rosario,Convención,99
Altos Del Rosario,El Carmen,84
Altos Del Rosario,Guaranda,82
Altos Del Rosario,Majagual,67
Altos Del Rosario,San Benito Abad,96
Arjona,Arroyohondo,37
Arjona,Calamar,48
Arjona,Cartagena,32
Arjona,Clemencia,42
Arjona,El Carmen De Bolívar,56
Arjona,El Guamo,44
Arjona,Mahates,17
Arjona,María La Baja,21
Arjona,San Cristóbal,39
Arjona,San Estanislao,26
Arjona,San Fernando,25
Arjona,San Juan Nepomuceno,38
Arjona,Santa Catalina,53
Arjona,Soplaviento,31
Arjona,Turbaco,17
Arjona,Turbaná,11
Arjona,Zambrano,76
Arjona,Salamina,70
Arjona,Ovejas,71
Arjona,Chibolo,93
Arjona,El Piñon,63
Arjona,Pedraza,48
Arjona,Pivijay,86
Arjona,Plato,92
Arjona,Remolino,98
Arjona,Tenerife,62
Arjona,Zapayán,70
Arjona,Chalán,67
Arjona,Coloso,70
Arjona,Corozal,95
Arjona,Coveñas,90
Arjona,Los Palmitos,88
Arjona,Morroa,87
Arjona,Palmito,95
Arjona,San Juan De Betulia,98
Arjona,San Onofre,22
Arjona,Santiago De Tolú,76
Arjona,Sincelejo,95
Arjona,Tolú Viejo,80
Arroyohondo,Calamar,11
Arroyohondo,Cartagena,58
Arroyohondo,Clemencia,48
Arroyohondo,El Carmen De Bolívar,60
Arroyohondo,El Guamo,24
Arroyohondo,Mahates,21
Arroyohondo,María La Baja,46
Arroyohondo,San Cristóbal,16
Arroyohondo,San Estanislao,24
Arroyohondo,San Fernando,51
Arroyohondo,San Juan Nepomuceno,33
Arroyohondo,Santa Catalina,52
Arroyohondo,Soplaviento,14
Arroyohondo,Turbaco,44
Arroyohondo,Turbaná,47
Arroyohondo,Zambrano,60
Arroyohondo,Salamina,36
Arroyohondo,Ovejas,79
Arroyohondo,Algarrobo,98
Arroyohondo,Aracataca,98
Arroyohondo,Chibolo,58
Arroyohondo,El Piñon,27
Arroyohondo,El Retén,91
Arroyohondo,Nueva Granada,84
Arroyohondo,Pedraza,13
Arroyohondo,Pivijay,50
Arroyohondo,Plato,69
Arroyohondo,Puebloviejo,96
Arroyohondo,Remolino,63
Arroyohondo,Sabanas De San Angel,91
Arroyohondo,Santa Bárbara De Pinto,96
Arroyohondo,Sitionuevo,86
Arroyohondo,Tenerife,42
Arroyohondo,Zapayán,34
Arroyohondo,Chalán,82
Arroyohondo,Coloso,87
Arroyohondo,San Onofre,59
Arroyohondo,Tolú Viejo,99
Barranco De Loba,Cicuco,72
Barranco De Loba,Hatillo De Loba,3
Barranco De Loba,Magangué,79
Barranco De Loba,Margarita,30
Barranco De Loba,Mompós,55
Barranco De Loba,Montecristo,82
Barranco De Loba,Norosí,51
Barranco De Loba,Pinillos,33
Barranco De Loba,Regidor,37
Barranco De Loba,Río Viejo,56
Barranco De Loba,San Martín De Loba,7
Barranco De Loba,Talaigua Nuevo,69
Barranco De Loba,Tiquisio,54
Barranco De Loba,Aguachica,93
Barranco De Loba,Astrea,62
Barranco De Loba,Chimichagua,45
Barranco De Loba,Chiriguaná,72
Barranco De Loba,Curumaní,67
Barranco De Loba,El Paso,88
Barranco De Loba,Gamarra,81
Barranco De Loba,La Gloria,49
Barranco De Loba,Pailitas,59
Barranco De Loba,Pelaya,54
Barranco De Loba,Tamalameque,35
Barranco De Loba,Ariguaní,94
Barranco De Loba,El Banco,15
Barranco De Loba,Nueva Granada,99
Barranco De Loba,Pijiño Del Carmen,57
Barranco De Loba,San Sebastián De Buenavista,42
Barranco De Loba,San Zenón,54
Barranco De Loba,Santa Ana,65
Barranco De Loba,Santa Bárbara De Pinto,85
Barranco De Loba,Convención,98
Barranco De Loba,El Carmen,83
Barranco De Loba,Guaranda,97
Barranco De Loba,Majagual,80
Calamar,Cartagena,69
Calamar,Clemencia,56
Calamar,El Carmen De Bolívar,63
Calamar,El Guamo,25
Calamar,Mahates,31
Calamar,María La Baja,55
Calamar,San Cristóbal,22
Calamar,San Estanislao,34
Calamar,San Fernando,62
Calamar,San Juan Nepomuceno,38
Calamar,Santa Catalina,58
Calamar,Soplaviento,24
Calamar,Turbaco,55
Calamar,Turbaná,58
Calamar,Zambrano,57
Calamar,Salamina,29
Calamar,Ovejas,82
Calamar,Algarrobo,87
Calamar,Aracataca,87
Calamar,Chibolo,47
Calamar,El Piñon,19
Calamar,El Retén,81
Calamar,Nueva Granada,75
Calamar,Pedraza,7
Calamar,Pivijay,40
Calamar,Plato,62
Calamar,Puebloviejo,87
Calamar,Remolino,55
Calamar,Sabanas De San Angel,80
Calamar,Santa Bárbara De Pinto,93
Calamar,Sitionuevo,80
Calamar,Tenerife,39
Calamar,Zapayán,23
Calamar,Chalán,87
Calamar,Coloso,93
Calamar,San Onofre,70
Cantagallo,Santa Rosa Del Sur,66
Cantagallo,Simití,55
Cantagallo,San Alberto,71
Cantagallo,La Esperanza,70
Cantagallo,Barrancabermeja,42
Cantagallo,Bucaramanga,92
Cantagallo,El Carmen De Chucurí,87
Cantagallo,El Playón,79
Cantagallo,Floridablanca,97
Cantagallo,Girón,77
Cantagallo,Lebrija,82
Cantagallo,Matanza,95
Cantagallo,Puerto Parra,81
Cantagallo,Puerto Wilches,3
Cantagallo,Sabana De Torres,45
Cantagallo,San Vicente De Chucurí,78
Cantagallo,Zapatoca,96
Cartagena,Clemencia,26
Cartagena,El Carmen De Bolívar,89
Cartagena,El Guamo,74
Cartagena,Mahates,46
Cartagena,María La Baja,52
Cartagena,San Cristóbal,50
Cartagena,San Estanislao,35
Cartagena,San Fernando,7
Cartagena,San Juan Nepomuceno,71
Cartagena,Santa Catalina,38
Cartagena,Soplaviento,45
Cartagena,Turbaco,15
Cartagena,Turbaná,22
Cartagena,Salamina,80
Cartagena,El Piñon,76
Cartagena,Pedraza,71
Cartagena,Pivijay,99
Cartagena,Tenerife,93
Cartagena,Zapayán,93
Cartagena,Chalán,96
Cartagena,Coloso,99
Cartagena,San Onofre,35
Cartagena,Santiago De Tolú,99
Cicuco,El Carmen De Bolívar,71
Cicuco,El Guamo,93
Cicuco,Hatillo De Loba,74
Cicuco,Magangué,15
Cicuco,Margarita,45
Cicuco,Mompós,17
Cicuco,Pinillos,52
Cicuco,San Juan Nepomuceno,89
Cicuco,San Martín De Loba,79
Cicuco,Talaigua Nuevo,11
Cicuco,Tiquisio,94
Cicuco,Zambrano,57
Cicuco,Buenavista,32
Cicuco,Astrea,83
Cicuco,Chimichagua,95
Cicuco,Chinú,79
Cicuco,Sahagún,96
Cicuco,San Andrés Sotavento,90
Cicuco,Ovejas,64
Cicuco,Ariguaní,93
Cicuco,Chibolo,96
Cicuco,El Banco,83
Cicuco,Nueva Granada,70
Cicuco,Pijiño Del Carmen,28
Cicuco,Plato,59
Cicuco,San Sebastián De Buenavista,37
Cicuco,San Zenón,21
Cicuco,Santa Ana,16
Cicuco,Santa Bárbara De Pinto,21
Cicuco,Tenerife,75
Cicuco,Caimito,67
Cicuco,Chalán,78
Cicuco,Coloso,80
Cicuco,Corozal,66
Cicuco,El Roble,57
Cicuco,Galeras,39
Cicuco,Guaranda,94
Cicuco,Los Palmitos,65
Cicuco,Majagual,74
Cicuco,Morroa,72
Cicuco,Palmito,93
Cicuco,Sampués,72
Cicuco,San Benito Abad,49
Cicuco,San Juan De Betulia,59
Cicuco,San Luis De Sincé,47
Cicuco,San Marcos,79
Cicuco,Sincelejo,81
Cicuco,Tolú Viejo,85
Clemencia,El Carmen De Bolívar,96
Clemencia,El Guamo,70
Clemencia,Mahates,46
Clemencia,María La Baja,64
Clemencia,San Cristóbal,34
Clemencia,San Estanislao,25
Clemencia,San Fernando,25
Clemencia,San Juan Nepomuceno,72
Clemencia,Santa Catalina,11
Clemencia,Soplaviento,33
Clemencia,Turbaco,27
Clemencia,Turbaná,38
Clemencia,Salamina,59
Clemencia,El Piñon,57
Clemencia,Pedraza,61
Clemencia,Pivijay,78
Clemencia,Remolino,81
Clemencia,Sitionuevo,88
Clemencia,Tenerife,89
Clemencia,Zapayán,80
Clemencia,San Onofre,56
Urumita,Agustín Codazzi,60
Urumita,Becerril,88
Urumita,Pueblo Bello,72
Urumita,San Diego,32
Urumita,Valledupar,51
Urumita,San Juan Del Cesar,38
Urumita,Barrancas,59
Urumita,Dibulla,85
Urumita,Distracción,44
Urumita,El Molino,17
Urumita,Fonseca,41
Urumita,Hato Nuevo,69
Urumita,La Jagua Del Pilar,14
Urumita,Fundación,99
Córdoba,La Victoria,41
Córdoba,Anserma,89
Córdoba,Belalcázar,68
Córdoba,Chinchiná,73
Córdoba,La Merced,80
Córdoba,Manizales,77
Córdoba,Neira,90
Córdoba,Victoria,59
Córdoba,Villamaría,64
Córdoba,Viterbo,75
Córdoba,Balboa,69
Córdoba,Bolívar,55
Córdoba,Girardot,98
Córdoba,Calarca,16
Córdoba,Circasia,24
Córdoba,Filandia,33
Córdoba,Génova,28
Córdoba,La Tebaida,13
Córdoba,Montenegro,20
Córdoba,Pijao,6
Córdoba,Quimbaya,27
Córdoba,Salento,35
Córdoba,Apía,84
Córdoba,Belén De Umbría,90
Córdoba,Dosquebradas,49
Córdoba,La Celia,74
Córdoba,La Virginia,60
Córdoba,Marsella,63
Córdoba,Pereira,46
Córdoba,Pueblo Rico,99
Córdoba,Santa Rosa De Cabal,53
Córdoba,Santuario,81
Córdoba,Anzoátegui,70
Córdoba,Casabianca,98
Córdoba,Ibagué,49
Córdoba,Ortega,69
Córdoba,Rovira,41
Córdoba,Alcalá,33
Córdoba,Andalucía,58
Córdoba,Ansermanuevo,59
Córdoba,Bugalagrande,50
Córdoba,Caicedonia,19
Córdoba,Cartago,44
Córdoba,El Águila,69
Córdoba,El Cairo,72
Córdoba,El Dovio,62
Córdoba,Ginebra,91
Córdoba,Guacarí,96
Córdoba,Guadalajara De Buga,87
Córdoba,Obando,37
Córdoba,Riofrío,83
Córdoba,Roldanillo,53
Córdoba,Sevilla,33
Córdoba,Toro,49
Córdoba,Trujillo,72
Córdoba,Tuluá,66
Córdoba,Ulloa,35
Córdoba,Versalles,65
Córdoba,Yotoco,95
Córdoba,Zarzal,41
El Carmen De Bolívar,El Guamo,38
El Carmen De Bolívar,Magangué,72
El Carmen De Bolívar,Mahates,50
El Carmen De Bolívar,María La Baja,37
El Carmen De Bolívar,Mompós,88
El Carmen De Bolívar,San Cristóbal,75
El Carmen De Bolívar,San Estanislao,72
El Carmen De Bolívar,San Fernando,82
El Carmen De Bolívar,San Juan Nepomuceno,26
El Carmen De Bolívar,Soplaviento,68
El Carmen De Bolívar,Talaigua Nuevo,71
El Carmen De Bolívar,Turbaco,74
El Carmen De Bolívar,Turbaná,67
