source,target,weight
Ráquira,Junín,78
Ráquira,La Calera,93
Ráquira,La Palma,86
Ráquira,La Peña,91
Ráquira,Lenguazaque,23
Ráquira,Macheta,46
Ráquira,Manta,54
Ráquira,Nemocón,55
Ráquira,Nimaima,93
Ráquira,Nocaima,96
Ráquira,Pacho,71
Ráquira,Paime,60
Ráquira,Sesquilé,53
Ráquira,Simijaca,25
Ráquira,Sopó,73
Ráquira,Subachoque,87
Ráquira,Suesca,47
Ráquira,Supatá,83
Ráquira,Susa,21
Ráquira,Sutatausa,37
Ráquira,Tabio,82
Ráquira,Tausa,44
Ráquira,Tenjo,94
Ráquira,Tibirita,50
Ráquira,Tocancipá,66
Ráquira,Topaipí,77
Ráquira,Ubalá,83
Ráquira,Vergara,90
Ráquira,Villa De San Diego De Ubate,29
Ráquira,Villagómez,67
Ráquira,Villapinzón,28
Ráquira,Yacopí,88
Ráquira,Zipaquirá,68
Ráquira,Aguada,76
Ráquira,Charalá,90
Ráquira,Chima,97
Ráquira,Chipatá,63
Ráquira,Contratación,89
Ráquira,El Guacamayo,83
Ráquira,Encino,91
Ráquira,Florián,49
Ráquira,Gambita,57
Ráquira,Guapotá,97
Ráquira,Guavatá,50
Ráquira,Güepsa,59
Ráquira,Jesús María,45
Ráquira,La Belleza,55
Ráquira,Landázuri,97
Ráquira,Oiba,90
Ráquira,Puente Nacional,42
Ráquira,San Benito,70
Ráquira,Santa Helena Del Opón,93
Ráquira,Suaita,75
Ráquira,Vélez,57
El Doncello,Palestina,94
El Doncello,Belén De Los Andaquíes,71
El Doncello,Curillo,98
El Doncello,La Montañita,27
El Doncello,Milán,49
El Doncello,Morelia,53
El Doncello,San José Del Fragua,85
El Doncello,San Vicente Del Caguán,74
El Doncello,Solita,94
El Doncello,Acevedo,68
El Doncello,Agrado,83
El Doncello,Algeciras,93
El Doncello,Altamira,70
El Doncello,Colombia,93
El Doncello,Elías,81
El Doncello,Garzón,61
El Doncello,Gigante,83
El Doncello,La Argentina,96
El Doncello,Oporapa,94
El Doncello,Paicol,92
El Doncello,Pital,88
El Doncello,Pitalito,92
El Doncello,Suaza,62
El Doncello,Tarqui,81
El Doncello,Timaná,77
Rondón,Saboyá,71
Rondón,Sáchica,44
Rondón,Samacá,36
Rondón,San Eduardo,63
Rondón,San José De Pare,80
Rondón,San Luis De Gaceno,59
Rondón,San Miguel De Sema,60
Rondón,Santa Rosa De Viterbo,61
Rondón,Santa Sofía,59
Rondón,Santana,83
Rondón,Sativanorte,98
Rondón,Sativasur,96
Rondón,Siachoque,14
Rondón,Socha,90
Rondón,Socotá,97
Rondón,Sogamoso,49
Rondón,Somondoco,51
Rondón,Sora,36
Rondón,Soracá,19
Rondón,Sotaquirá,47
Rondón,Sutamarchán,56
Rondón,Sutatenza,45
Rondón,Tasco,76
Rondón,Tenza,39
Rondón,Tibaná,22
Rondón,Tibasosa,47
Rondón,Tinjacá,57
Rondón,Toca,24
Rondón,Togüí,69
Rondón,Tópaga,59
Rondón,Tota,24
Rondón,Tunja,26
Rondón,Tununguá,90
Rondón,Turmequé,35
Rondón,Tuta,35
Rondón,Tutazá,87
Rondón,Umbita,32
Rondón,Ventaquemada,36
Rondón,Villa De Leyva,47
Rondón,Viracachá,12
Rondón,Zetaquira,9
Rondón,Albania,90
Rondón,Aguazul,74
Rondón,Chameza,38
Rondón,Monterrey,63
Rondón,Recetor,50
Rondón,Tauramena,62
Rondón,Yopal,89
Rondón,Carmen De Carupa,78
Rondón,Chocontá,58
Rondón,Cogua,88
Rondón,Cucunubá,64
Rondón,Fúquene,64
Rondón,Gachala,83
Rondón,Gachancipá,85
Rondón,Gachetá,77
Rondón,Gama,80
Rondón,Guachetá,54
Rondón,Guasca,93
Rondón,Guatavita,84
Rondón,Junín,81
Rondón,Lenguazaque,57
Rondón,Macheta,55
Rondón,Manta,54
Rondón,Medina,95
Rondón,Nemocón,81
Rondón,Paratebueno,97
Rondón,Sesquilé,75
Rondón,Simijaca,74
Rondón,Sopó,96
Rondón,Suesca,72
Rondón,Susa,69
Rondón,Sutatausa,73
Rondón,Tausa,78
Rondón,Tibirita,47
Rondón,Tocancipá,91
Rondón,Ubalá,77
Rondón,Villa De San Diego De Ubate,68
Rondón,Villapinzón,45
Rondón,Barranca De Upía,91
Rondón,Aguada,97
Rondón,Charalá,91
Rondón,Chipatá,92
Rondón,Coromoro,99
Rondón,Encino,86
Rondón,Florián,97
Rondón,Gambita,62
Rondón,Guavatá,86
Rondón,Güepsa,85
Rondón,Jesús María,88
Rondón,Oiba,96
Rondón,Puente Nacional,78
Rondón,San Benito,91
Rondón,Suaita,86
Rondón,Vélez,89
Saboyá,Sáchica,26
Saboyá,Samacá,36
Saboyá,San José De Pare,39
Saboyá,San Miguel De Sema,20
Saboyá,San Pablo De Borbur,35
Saboyá,Santa Rosa De Viterbo,86
Saboyá,Santa Sofía,15
Saboyá,Santana,48
Saboyá,Siachoque,63
Saboyá,Sogamoso,90
Saboyá,Somondoco,88
Saboyá,Sora,35
Saboyá,Soracá,52
Saboyá,Sotaquirá,54
Saboyá,Sutamarchán,14
Saboyá,Sutatenza,82
Saboyá,Tenza,78
Saboyá,Tibaná,58
Saboyá,Tibasosa,80
Saboyá,Tinjacá,16
Saboyá,Toca,65
Saboyá,Togüí,35
Saboyá,Tota,84
Saboyá,Tunja,45
Saboyá,Tununguá,21
Saboyá,Turmequé,51
Saboyá,Tuta,61
Saboyá,Umbita,61
Saboyá,Ventaquemada,42
Saboyá,Villa De Leyva,25
Saboyá,Viracachá,59
Saboyá,Zetaquira,78
Saboyá,Albania,20
Saboyá,La Paz,55
Saboyá,Cajicá,92
Saboyá,Caparrapí,94
Saboyá,Carmen De Carupa,43
Saboyá,Chía,99
Saboyá,Chocontá,62
Saboyá,Cogua,69
Saboyá,Cucunubá,50
Saboyá,Fúquene,32
Saboyá,Gachancipá,80
Saboyá,Gachetá,98
Saboyá,Guachetá,35
Saboyá,Guasca,93
Saboyá,Guatavita,85
Saboyá,La Palma,81
Saboyá,La Peña,91
Saboyá,Lenguazaque,44
Saboyá,Macheta,70
Saboyá,Manta,80
Saboyá,Nemocón,72
Saboyá,Nimaima,95
Saboyá,Pacho,78
Saboyá,Paime,58
Saboyá,Sesquilé,73
Saboyá,Simijaca,25
Saboyá,Sopó,90
Saboyá,Subachoque,98
Saboyá,Suesca,66
Saboyá,Supatá,89
Saboyá,Susa,28
Saboyá,Sutatausa,52
Saboyá,Tabio,95
Saboyá,Tausa,58
Saboyá,Tibirita,76
Saboyá,Tocancipá,83
Saboyá,Topaipí,74
Saboyá,Útica,99
Saboyá,Vergara,93
Saboyá,Villa De San Diego De Ubate,43
Saboyá,Villagómez,69
Saboyá,Villapinzón,53
Saboyá,Yacopí,75
Saboyá,Zipaquirá,79
Saboyá,Aguada,57
Saboyá,Charalá,81
Saboyá,Chima,81
Saboyá,Chipatá,42
Saboyá,Cimitarra,88
Saboyá,Confines,90
Saboyá,Contratación,70
Saboyá,El Guacamayo,65
Saboyá,Encino,85
Saboyá,Florián,26
Saboyá,Gambita,52
Saboyá,Guapotá,82
Saboyá,Guavatá,27
Saboyá,Güepsa,41
Saboyá,Jesús María,18
Saboyá,La Belleza,30
Saboyá,Landázuri,72
Saboyá,Ocamonte,98
Saboyá,Oiba,77
Saboyá,Palmas Del Socorro,92
Saboyá,Páramo,99
Saboyá,Puente Nacional,20
Saboyá,San Benito,53
Saboyá,Santa Helena Del Opón,71
Saboyá,Simacota,93
Saboyá,Socorro,99
Saboyá,Suaita,62
Saboyá,Vélez,34
Sáchica,Samacá,12
Sáchica,San José De Pare,46
Sáchica,San Luis De Gaceno,93
Sáchica,San Miguel De Sema,21
Sáchica,San Pablo De Borbur,58
Sáchica,Santa Rosa De Viterbo,70
Sáchica,Santa Sofía,16
Sáchica,Santana,53
Sáchica,Siachoque,37
Sáchica,Sogamoso,69
Sáchica,Somondoco,69
Sáchica,Sora,10
Sáchica,Soracá,26
Sáchica,Sotaquirá,38
Sáchica,Sutamarchán,11
Sáchica,Sutatenza,62
Sáchica,Tasco,93
Sáchica,Tenza,57
Sáchica,Tibaná,33
Sáchica,Tibasosa,61
Sáchica,Tinjacá,14
Sáchica,Toca,41
Sáchica,Togüí,37
Sáchica,Tópaga,80
Sáchica,Tota,59
Sáchica,Tunja,19
Sáchica,Tununguá,46
Sáchica,Turmequé,30
Sáchica,Tuta,40
Sáchica,Tutazá,92
Sáchica,Umbita,40
Sáchica,Ventaquemada,21
Sáchica,Villa De Leyva,6
Sáchica,Viracachá,33
Sáchica,Zetaquira,52
Sáchica,Albania,46
Sáchica,Chameza,83
Sáchica,Recetor,94
Sáchica,La Paz,66
Sáchica,Cajicá,90
Sáchica,Carmen De Carupa,47
Sáchica,Chía,97
Sáchica,Chocontá,50
Sáchica,Cogua,69
Sáchica,Cucunubá,44
Sáchica,Fúquene,31
Sáchica,Gachancipá,74
Sáchica,Gachetá,84
Sáchica,Gama,90
Sáchica,Guachetá,26
Sáchica,Guasca,87
Sáchica,Guatavita,78
Sáchica,Junín,88
Sáchica,La Palma,97
Sáchica,Lenguazaque,35
Sáchica,Macheta,55
Sáchica,Manta,62
Sáchica,Nemocón,67
Sáchica,Pacho,84
Sáchica,Paime,71
Sáchica,Sesquilé,65
Sáchica,Simijaca,35
Sáchica,Sopó,86
Sáchica,Suesca,59
Sáchica,Supatá,95
Sáchica,Susa,33
Sáchica,Sutatausa,50
Sáchica,Tabio,95
Sáchica,Tausa,57
Sáchica,Tibirita,58
Sáchica,Tocancipá,79
Sáchica,Topaipí,88
Sáchica,Ubalá,92
Sáchica,Villa De San Diego De Ubate,42
Sáchica,Villagómez,80
Sáchica,Villapinzón,37
Sáchica,Yacopí,96
Sáchica,Zipaquirá,81
Sáchica,Aguada,66
Sáchica,Charalá,78
Sáchica,Chima,86
Sáchica,Chipatá,55
Sáchica,Confines,92
Sáchica,Contratación,80
Sáchica,Coromoro,95
Sáchica,El Guacamayo,73
Sáchica,Encino,78
Sáchica,Florián,52
Sáchica,Gambita,44
Sáchica,Guapotá,85
Sáchica,Guavatá,45
Sáchica,Güepsa,50
Sáchica,Jesús María,44
Sáchica,La Belleza,56
Sáchica,Landázuri,90
Sáchica,Ocamonte,96
Sáchica,Oiba,78
Sáchica,Palmas Del Socorro,95
Sáchica,Puente Nacional,36
Sáchica,San Benito,60
Sáchica,Santa Helena Del Opón,84
Sáchica,Simacota,98
Sáchica,Suaita,63
Sáchica,Vélez,50
Samacá,San Eduardo,98
Samacá,San José De Pare,58
Samacá,San Luis De Gaceno,81
Samacá,San Miguel De Sema,24
Samacá,San Pablo De Borbur,64
Samacá,Santa Rosa De Viterbo,73
Samacá,Santa Sofía,28
Samacá,Santana,64
Samacá,Siachoque,32
Samacá,Sogamoso,69
Samacá,Somondoco,57
Samacá,Sora,12
Samacá,Soracá,20
Samacá,Sotaquirá,44
Samacá,Sutamarchán,22
Samacá,Sutatenza,50
Samacá,Tasco,95
Samacá,Tenza,44
Samacá,Tibaná,22
Samacá,Tibasosa,62
Samacá,Tinjacá,21
Samacá,Toca,39
Samacá,Togüí,49
Samacá,Tópaga,80
Samacá,Tota,54
Samacá,Tunja,15
Samacá,Tununguá,54
Samacá,Turmequé,18
Samacá,Tuta,42
Samacá,Tutazá,97
Samacá,Umbita,27
Samacá,Ventaquemada,9
Samacá,Villa De Leyva,17
Samacá,Viracachá,26
Samacá,Zetaquira,43
Samacá,Albania,55
Samacá,Chameza,75
Samacá,Monterrey,94
Samacá,Recetor,87
Samacá,Tauramena,98
Samacá,La Paz,78
Samacá,Cajicá,84
Samacá,Carmen De Carupa,45
Samacá,Chía,91
Samacá,Chocontá,41
Samacá,Cogua,63
Samacá,Cota,98
Samacá,Cucunubá,37
Samacá,Fúquene,30
Samacá,Gachala,89
Samacá,Gachancipá,66
Samacá,Gachetá,73
Samacá,Gama,79
Samacá,Guachetá,21
Samacá,Guasca,78
Samacá,Guatavita,69
Samacá,Junín,77
Samacá,La Calera,96
Samacá,La Palma,98
Samacá,Lenguazaque,29
Samacá,Macheta,44
Samacá,Manta,51
Samacá,Nemocón,60
Samacá,Pacho,81
Samacá,Paime,72
Samacá,Sesquilé,57
Samacá,Simijaca,38
Samacá,Sopó,78
Samacá,Subachoque,95
Samacá,Suesca,52
Samacá,Supatá,92
Samacá,Susa,34
Samacá,Sutatausa,45
Samacá,Tabio,89
Samacá,Tausa,51
Samacá,Tibirita,46
Samacá,Tocancipá,71
Samacá,Topaipí,89
Samacá,Ubalá,80
Samacá,Villa De San Diego De Ubate,38
Samacá,Villagómez,79
Samacá,Villapinzón,26
Samacá,Zipaquirá,76
Samacá,Aguada,78
Samacá,Charalá,86
Samacá,Chima,97
Samacá,Chipatá,67
Samacá,Contratación,91
Samacá,El Guacamayo,85
Samacá,Encino,86
Samacá,Florián,61
Samacá,Gambita,53
Samacá,Guapotá,96
Samacá,Guavatá,57
Samacá,Güepsa,62
Samacá,Jesús María,54
Samacá,La Belleza,66
Samacá,Oiba,87
Samacá,Puente Nacional,48
Samacá,San Benito,72
Samacá,Santa Helena Del Opón,96
Samacá,Suaita,73
Samacá,Vélez,62
San Eduardo,San Luis De Gaceno,88
San Eduardo,Santa Rosa De Viterbo,66
San Eduardo,Sativanorte,81
San Eduardo,Sativasur,73
San Eduardo,Siachoque,66
San Eduardo,Socha,66
San Eduardo,Socotá,60
San Eduardo,Sogamoso,48
San Eduardo,Sora,93
San Eduardo,Soracá,78
San Eduardo,Sotaquirá,82
San Eduardo,Susacón,92
San Eduardo,Sutatenza,98
San Eduardo,Tasco,57
San Eduardo,Tenza,95
San Eduardo,Tibaná,85
San Eduardo,Tibasosa,58
San Eduardo,Toca,63
San Eduardo,Tópaga,47
San Eduardo,Tota,44
San Eduardo,Tunja,84
San Eduardo,Turmequé,99
San Eduardo,Tuta,69
San Eduardo,Tutazá,79
San Eduardo,Umbita,94
San Eduardo,Viracachá,71
San Eduardo,Zetaquira,61
San Eduardo,Aguazul,26
San Eduardo,Chameza,32
San Eduardo,La Salina,86
San Eduardo,Maní,74
San Eduardo,Monterrey,65
San Eduardo,Nunchía,54
San Eduardo,Pore,78
San Eduardo,Recetor,24
San Eduardo,Sácama,90
San Eduardo,San Luis De Palenque,98
San Eduardo,Támara,69
San Eduardo,Tauramena,44
San Eduardo,Yopal,26
San Eduardo,Barranca De Upía,99
San Eduardo,Encino,97
San Eduardo,Gambita,95
San José De Pare,San Miguel De Sema,57
San José De Pare,San Pablo De Borbur,69
San José De Pare,Santa Rosa De Viterbo,62
San José De Pare,Santa Sofía,32
San José De Pare,Santana,8
San José De Pare,Sativanorte,88
San José De Pare,Sativasur,94
San José De Pare,Siachoque,67
San José De Pare,Soatá,99
San José De Pare,Socha,93
San José De Pare,Sogamoso,74
San José De Pare,Sora,48
San José De Pare,Soracá,61
San José De Pare,Sotaquirá,38
San José De Pare,Susacón,96
San José De Pare,Sutamarchán,41
San José De Pare,Tasco,86
San José De Pare,Tibaná,77
San José De Pare,Tibasosa,64
San José De Pare,Tinjacá,49
San José De Pare,Toca,62
San José De Pare,Togüí,10
San José De Pare,Tópaga,81
San José De Pare,Tota,81
San José De Pare,Tunja,56
San José De Pare,Tununguá,53
San José De Pare,Turmequé,77
San José De Pare,Tuta,52
San José De Pare,Tutazá,75
San José De Pare,Umbita,86
San José De Pare,Ventaquemada,68
San José De Pare,Villa De Leyva,40
San José De Pare,Viracachá,68
San José De Pare,Zetaquira,89
San José De Pare,Albania,49
San José De Pare,La Paz,20
San José De Pare,Cabrera,72
San José De Pare,Carmen De Carupa,82
San José De Pare,Chocontá,95
San José De Pare,Cucunubá,86
San José De Pare,Fúquene,70
San José De Pare,Guachetá,70
San José De Pare,Lenguazaque,79
San José De Pare,Paime,97
San José De Pare,Simijaca,65
San José De Pare,Susa,67
San José De Pare,Sutatausa,90
San José De Pare,Tausa,97
San José De Pare,Villa De San Diego De Ubate,81
San José De Pare,Villapinzón,83
San José De Pare,Aguada,19
San José De Pare,Aratoca,99
San José De Pare,Barichara,79
San José De Pare,Charalá,44
San José De Pare,Chima,41
San José De Pare,Chipatá,13
San José De Pare,Cimitarra,77
San José De Pare,Confines,51
San José De Pare,Contratación,33
San José De Pare,Coromoro,65
San José De Pare,Curití,88
San José De Pare,El Carmen De Chucurí,77
San José De Pare,El Guacamayo,27
San José De Pare,Encino,50
San José De Pare,Florián,53
San José De Pare,Galán,78
San José De Pare,Gambita,26
San José De Pare,Guapotá,42
San José De Pare,Guavatá,20
San José De Pare,Güepsa,5
San José De Pare,Hato,64
San José De Pare,Jesús María,36
San José De Pare,Jordán,92
San José De Pare,La Belleza,50
San José De Pare,Landázuri,48
San José De Pare,Los Santos,96
San José De Pare,Mogotes,83
San José De Pare,Ocamonte,59
San José De Pare,Oiba,38
San José De Pare,Onzaga,86
San José De Pare,Palmar,64
San José De Pare,Palmas Del Socorro,52
San José De Pare,Páramo,60
San José De Pare,Pinchote,69
San José De Pare,Puente Nacional,20
San José De Pare,Puerto Parra,92
San José De Pare,San Benito,14
San José De Pare,San Gil,75
San José De Pare,San Joaquín,87
San José De Pare,San Vicente De Chucurí,98
San José De Pare,Santa Helena Del Opón,38
San José De Pare,Simacota,53
San José De Pare,Socorro,59
San José De Pare,Suaita,23
San José De Pare,Valle De San José,67
San José De Pare,Vélez,15
San Luis De Gaceno,San Miguel De Sema,98
San Luis De Gaceno,Siachoque,73
San Luis De Gaceno,Somondoco,33
San Luis De Gaceno,Sora,88
San Luis De Gaceno,Soracá,75
San Luis De Gaceno,Sutatenza,36
San Luis De Gaceno,Tenza,39
San Luis De Gaceno,Tibaná,59
San Luis De Gaceno,Toca,83
San Luis De Gaceno,Tota,74
San Luis De Gaceno,Tunja,80
San Luis De Gaceno,Turmequé,65
San Luis De Gaceno,Tuta,94
San Luis De Gaceno,Umbita,55
San Luis De Gaceno,Ventaquemada,73
San Luis De Gaceno,Villa De Leyva,98
San Luis De Gaceno,Viracachá,70
San Luis De Gaceno,Zetaquira,51
San Luis De Gaceno,Aguazul,78
San Luis De Gaceno,Chameza,56
San Luis De Gaceno,Maní,98
San Luis De Gaceno,Monterrey,30
San Luis De Gaceno,Recetor,63
San Luis De Gaceno,Tauramena,50
San Luis De Gaceno,Cajicá,95
San Luis De Gaceno,Caqueza,98
San Luis De Gaceno,Chía,99
San Luis De Gaceno,Choachí,87
San Luis De Gaceno,Chocontá,67
San Luis De Gaceno,Cogua,93
San Luis De Gaceno,Cucunubá,81
San Luis De Gaceno,Fomeque,88
San Luis De Gaceno,Fúquene,93
San Luis De Gaceno,Gachala,39
San Luis De Gaceno,Gachancipá,80
San Luis De Gaceno,Gachetá,52
San Luis De Gaceno,Gama,49
San Luis De Gaceno,Guachetá,84
San Luis De Gaceno,Guasca,78
San Luis De Gaceno,Guatavita,74
San Luis De Gaceno,Guayabetal,98
San Luis De Gaceno,Junín,55
San Luis De Gaceno,La Calera,85
San Luis De Gaceno,Lenguazaque,80
San Luis De Gaceno,Macheta,56
San Luis De Gaceno,Manta,46
San Luis De Gaceno,Medina,39
San Luis De Gaceno,Nemocón,83
San Luis De Gaceno,Paratebueno,37
San Luis De Gaceno,Quetame,93
San Luis De Gaceno,Sesquilé,73
San Luis De Gaceno,Sopó,86
San Luis De Gaceno,Suesca,76
San Luis De Gaceno,Sutatausa,89
San Luis De Gaceno,Tausa,89
San Luis De Gaceno,Tibirita,45
San Luis De Gaceno,Tocancipá,85
San Luis De Gaceno,Ubalá,41
San Luis De Gaceno,Ubaque,92
San Luis De Gaceno,Villa De San Diego De Ubate,90
San Luis De Gaceno,Villapinzón,66
San Luis De Gaceno,Barranca De Upía,36
San Luis De Gaceno,Cabuyaro,72
San Luis De Gaceno,Cumaral,70
San Luis De Gaceno,El Calvario,79
San Luis De Gaceno,Puerto López,84
San Luis De Gaceno,Villavicencio,91
San Mateo,Santa Rosa De Viterbo,74
San Mateo,Sativanorte,36
San Mateo,Sativasur,40
San Mateo,Soatá,18
San Mateo,Socha,47
San Mateo,Socotá,51
San Mateo,Sogamoso,86
San Mateo,Susacón,24
San Mateo,Tasco,59
San Mateo,Tibasosa,88
San Mateo,Tipacoque,16
San Mateo,Tópaga,76
San Mateo,Tutazá,49
San Mateo,Hato Corozal,69
San Mateo,La Salina,38
San Mateo,Nunchía,93
San Mateo,Pore,99
San Mateo,Sácama,55
San Mateo,Támara,76
San Mateo,Cabrera,79
San Mateo,Cácota,95
San Mateo,Chitagá,73
San Mateo,Labateca,97
San Mateo,Silos,91
San Mateo,San Miguel,21
San Mateo,Aratoca,62
San Mateo,Barichara,79
San Mateo,Capitanejo,18
San Mateo,Carcasí,28
San Mateo,Cepitá,56
San Mateo,Cerrito,51
San Mateo,Charalá,73
San Mateo,Chima,90
San Mateo,Confines,76
San Mateo,Coromoro,51
San Mateo,Curití,56
San Mateo,Encino,66
San Mateo,Enciso,30
San Mateo,Floridablanca,93
San Mateo,Galán,89
San Mateo,Gambita,99
San Mateo,Guaca,65
San Mateo,Guapotá,84
San Mateo,Hato,91
San Mateo,Jordán,68
San Mateo,Los Santos,71
San Mateo,Macaravita,12
San Mateo,Málaga,38
San Mateo,Mogotes,47
San Mateo,Molagavita,39
San Mateo,Ocamonte,62
San Mateo,Oiba,81
San Mateo,Onzaga,31
San Mateo,Palmar,81
San Mateo,Palmas Del Socorro,80
San Mateo,Páramo,69
San Mateo,Piedecuesta,81
San Mateo,Pinchote,69
San Mateo,San Gil,65
San Mateo,San Joaquín,34
San Mateo,San José De Miranda,34
San Mateo,Simacota,86
San Mateo,Socorro,78
San Mateo,Suaita,94
San Mateo,Tona,94
San Mateo,Valle De San José,61
San Mateo,Zapatoca,88
San Miguel De Sema,San Pablo De Borbur,40
San Miguel De Sema,Santa Rosa De Viterbo,91
San Miguel De Sema,Santa Sofía,25
San Miguel De Sema,Santana,65
San Miguel De Sema,Siachoque,56
San Miguel De Sema,Sogamoso,90
San Miguel De Sema,Somondoco,69
San Miguel De Sema,Sora,30
San Miguel De Sema,Soracá,44
San Miguel De Sema,Sotaquirá,59
San Miguel De Sema,Sutamarchán,16
San Miguel De Sema,Sutatenza,63
San Miguel De Sema,Tenza,59
San Miguel De Sema,Tibaná,43
San Miguel De Sema,Tibasosa,82
San Miguel De Sema,Tinjacá,8
San Miguel De Sema,Toca,61
San Miguel De Sema,Togüí,50
San Miguel De Sema,Tota,78
San Miguel De Sema,Tunja,38
San Miguel De Sema,Tununguá,31
San Miguel De Sema,Turmequé,33
San Miguel De Sema,Tuta,61
San Miguel De Sema,Umbita,43
San Miguel De Sema,Ventaquemada,26
San Miguel De Sema,Villa De Leyva,25
San Miguel De Sema,Viracachá,51
San Miguel De Sema,Zetaquira,66
San Miguel De Sema,Albania,34
San Miguel De Sema,Chameza,99
San Miguel De Sema,La Vega,89
San Miguel De Sema,La Paz,74
San Miguel De Sema,Cajicá,74
San Miguel De Sema,Caparrapí,90
San Miguel De Sema,Carmen De Carupa,27
San Miguel De Sema,Chía,81
San Miguel De Sema,Chocontá,41
San Miguel De Sema,Cogua,51
San Miguel De Sema,Cota,88
San Miguel De Sema,Cucunubá,30
San Miguel De Sema,El Rosal,90
San Miguel De Sema,Fúquene,13
San Miguel De Sema,Gachala,98
San Miguel De Sema,Gachancipá,60
San Miguel De Sema,Gachetá,78
San Miguel De Sema,Gama,84
San Miguel De Sema,Guachetá,15
San Miguel De Sema,Guasca,74
San Miguel De Sema,Guatavita,65
San Miguel De Sema,Junín,80
San Miguel De Sema,La Calera,92
San Miguel De Sema,La Palma,76
San Miguel De Sema,La Peña,82
San Miguel De Sema,Lenguazaque,23
San Miguel De Sema,Macheta,50
San Miguel De Sema,Manta,59
San Miguel De Sema,Nemocón,52
San Miguel De Sema,Nimaima,84
San Miguel De Sema,Nocaima,88
San Miguel De Sema,Pacho,64
San Miguel De Sema,Paime,50
San Miguel De Sema,Quebradanegra,97
San Miguel De Sema,Sasaima,99
San Miguel De Sema,Sesquilé,53
San Miguel De Sema,Simijaca,14
San Miguel De Sema,Sopó,71
San Miguel De Sema,Subachoque,82
San Miguel De Sema,Suesca,46
San Miguel De Sema,Supatá,76
San Miguel De Sema,Susa,12
San Miguel De Sema,Sutatausa,33
San Miguel De Sema,Tabio,78
San Miguel De Sema,Tausa,40
San Miguel De Sema,Tenjo,90
San Miguel De Sema,Tibirita,56
San Miguel De Sema,Tocancipá,64
San Miguel De Sema,Topaipí,67
San Miguel De Sema,Ubalá,88
San Miguel De Sema,Útica,90
San Miguel De Sema,Vergara,81
San Miguel De Sema,Villa De San Diego De Ubate,24
San Miguel De Sema,Villagómez,58
San Miguel De Sema,Villapinzón,33
San Miguel De Sema,Yacopí,77
San Miguel De Sema,Zipaquirá,63
San Miguel De Sema,Aguada,76
San Miguel De Sema,Charalá,95
San Miguel De Sema,Chima,98
San Miguel De Sema,Chipatá,62
San Miguel De Sema,Contratación,89
San Miguel De Sema,El Guacamayo,84
San Miguel De Sema,Encino,97
San Miguel De Sema,Florián,40
San Miguel De Sema,Gambita,62
San Miguel De Sema,Guapotá,99
San Miguel De Sema,Guavatá,47
San Miguel De Sema,Güepsa,59
San Miguel De Sema,Jesús María,38
San Miguel De Sema,La Belleza,46
San Miguel De Sema,Landázuri,93
San Miguel De Sema,Oiba,93
San Miguel De Sema,Puente Nacional,39
San Miguel De Sema,San Benito,71
San Miguel De Sema,Santa Helena Del Opón,91
San Miguel De Sema,Suaita,78
San Miguel De Sema,Vélez,54
San Pablo De Borbur,Santa Sofía,51
San Pablo De Borbur,Santana,78
San Pablo De Borbur,Siachoque,96
San Pablo De Borbur,Sora,68
San Pablo De Borbur,Soracá,84
San Pablo De Borbur,Sotaquirá,90
San Pablo De Borbur,Sutamarchán,48
San Pablo De Borbur,Sutatenza,99
San Pablo De Borbur,Tenza,96
San Pablo De Borbur,Tibaná,83
San Pablo De Borbur,Tinjacá,44
San Pablo De Borbur,Toca,99
San Pablo De Borbur,Togüí,68
San Pablo De Borbur,Tunja,77
San Pablo De Borbur,Tununguá,15
San Pablo De Borbur,Turmequé,72
San Pablo De Borbur,Tuta,97
San Pablo De Borbur,Umbita,82
San Pablo De Borbur,Ventaquemada,66
San Pablo De Borbur,Villa De Leyva,59
San Pablo De Borbur,Viracachá,91
San Pablo De Borbur,La Dorada,70
San Pablo De Borbur,Norcasia,85
San Pablo De Borbur,Albania,19
San Pablo De Borbur,La Vega,78
San Pablo De Borbur,La Paz,77
San Pablo De Borbur,Cajicá,81
San Pablo De Borbur,Caparrapí,60
San Pablo De Borbur,Carmen De Carupa,38
San Pablo De Borbur,Chía,88
San Pablo De Borbur,Chocontá,70
San Pablo De Borbur,Cogua,61
San Pablo De Borbur,Cota,93
San Pablo De Borbur,Cucunubá,55
San Pablo De Borbur,El Rosal,87
San Pablo De Borbur,Facatativá,99
San Pablo De Borbur,Fúquene,42
San Pablo De Borbur,Gachancipá,76
San Pablo De Borbur,Guachetá,51
San Pablo De Borbur,Guaduas,83
San Pablo De Borbur,Guasca,89
San Pablo De Borbur,Guatavita,83
San Pablo De Borbur,Guayabal De Siquima,97
San Pablo De Borbur,La Palma,48
San Pablo De Borbur,La Peña,62
San Pablo De Borbur,Lenguazaque,54
San Pablo De Borbur,Macheta,81
San Pablo De Borbur,Manta,92
San Pablo De Borbur,Nemocón,68
San Pablo De Borbur,Nimaima,68
San Pablo De Borbur,Nocaima,74
San Pablo De Borbur,Pacho,59
San Pablo De Borbur,Paime,33
San Pablo De Borbur,Puerto Salgar,69
San Pablo De Borbur,Quebradanegra,77
San Pablo De Borbur,Sasaima,86
San Pablo De Borbur,Sesquilé,73
San Pablo De Borbur,Simijaca,28
San Pablo De Borbur,Sopó,83
San Pablo De Borbur,Subachoque,81
